TnxTime,TxnID,ItemNo,Qty,CardNum
1577836922.0,88,5555,6,2234
1577836923.0,89,3333,1,8123
1577836924.0,90,2222,8,1545
1577836927.0,91,1111,3,4857
1577836930.0,92,5555,6,1354
1577836933.0,93,1111,7,2435
1577836936.0,94,1111,4,3724
1577836939.0,95,1111,7,4857
1577836942.0,96,4444,8,2234
1577836942.0,97,1111,10,1545
1577836945.0,98,5555,9,8987
1577836947.0,99,4444,6,1354
1577836949.0,100,5555,5,3135
1577836952.0,101,2222,6,5723
1577836953.0,102,3333,8,3068
1577836953.0,103,3333,4,1545
1577836955.0,104,3333,8,3135
1577836957.0,105,2222,6,8987
1577836960.0,106,4444,5,3068
1577836961.0,107,5555,10,5723
1577836964.0,108,5555,4,4857
1577836965.0,109,3333,1,4958
1577836965.0,110,2222,9,2234
1577836968.0,111,2222,7,3068
1577836969.0,112,1111,7,3724
1577836970.0,113,5555,8,2938
1577836970.0,114,5555,1,7896
1577836970.0,115,1111,7,3068
1577836973.0,116,1111,5,2938
1577836976.0,117,3333,6,4049
1577836977.0,118,5555,5,3068
1577836979.0,119,4444,6,5723
1577836980.0,120,3333,1,4857
1577836983.0,121,5555,7,4958
1577836983.0,122,2222,7,3068
1577836985.0,123,2222,10,2435
1577836988.0,124,1111,3,7896
1577836990.0,125,4444,6,8123
1577836992.0,126,5555,2,8987
1577836992.0,127,2222,5,4857
1577836994.0,128,4444,8,4049
1577836994.0,129,2222,2,1545
1577836994.0,130,3333,3,2938
1577836994.0,131,4444,7,1545
1577836996.0,132,3333,8,2234
1577836998.0,133,4444,3,4958
1577836999.0,134,1111,8,9121
1577837002.0,135,5555,2,3135
1577837004.0,136,4444,2,8123
1577837005.0,137,4444,4,4958
1577837008.0,138,2222,8,1354
1577837009.0,139,3333,7,1354
1577837011.0,140,5555,4,2234
1577837014.0,141,2222,109,1545
1577837017.0,142,1111,9,7896
1577837018.0,143,5555,4,1545
1577837020.0,144,4444,4,4958
1577837023.0,145,5555,3,2234
1577837025.0,146,5555,1,4857
1577837026.0,147,5555,7,1545
1577837027.0,148,3333,7,7896
1577837027.0,149,3333,2,1545
1577837029.0,150,2222,7,2938
1577837029.0,151,1111,104,2234
1577837030.0,152,1111,8,2234
1577837031.0,153,2222,4,8987
1577837031.0,154,1111,10,3068
1577837033.0,155,4444,6,1354
1577837034.0,156,1111,10,4958
1577837034.0,157,3333,6,8987
1577837035.0,158,3333,3,5723
1577837035.0,159,1111,10,9121
1577837035.0,160,3333,7,1545
1577837035.0,161,1111,10,2234
1577837037.0,162,3333,3,8123
1577837038.0,163,3333,9,7896
1577837040.0,164,2222,1,4049
1577837043.0,165,5555,2,1545
1577837044.0,166,1111,9,7896
1577837046.0,167,1111,7,2435
1577837049.0,168,3333,10,8123
1577837051.0,169,1111,7,3724
1577837051.0,170,4444,3,9121
1577837052.0,171,4444,1,3724
1577837054.0,172,1111,2,2435
1577837055.0,173,5555,9,7896
1577837056.0,174,1111,5,1354
1577837056.0,175,2222,5,1545
1577837059.0,176,5555,6,1545
1577837060.0,177,2222,7,4958
1577837063.0,178,3333,8,1545
1577837063.0,179,1111,8,2938
1577837064.0,180,4444,4,9121
1577837064.0,181,1111,6,2234
1577837065.0,182,5555,10,2938
1577837066.0,183,4444,9,9121
1577837066.0,184,3333,4,1354
1577837067.0,185,5555,5,2938
1577837069.0,186,2222,10,1545
1577837071.0,187,2222,8,2435
1577837073.0,188,4444,6,1545
1577837076.0,189,3333,1,1545
1577837076.0,190,4444,5,1354
1577837079.0,191,4444,2,8123
1577837081.0,192,2222,9,4958
1577837083.0,193,2222,6,3724
1577837084.0,194,4444,2,4958
1577837085.0,195,1111,5,8123
1577837085.0,196,4444,5,3724
1577837085.0,197,2222,4,3135
1577837087.0,198,3333,3,2938
1577837087.0,199,3333,4,1354
1577837090.0,200,2222,5,1354
1577837091.0,201,1111,7,2234
1577837092.0,202,4444,5,4049
1577837093.0,203,2222,4,1545
1577837096.0,204,2222,10,8987
1577837097.0,205,5555,6,4958
1577837100.0,206,3333,7,5723
1577837100.0,207,5555,9,7896
1577837102.0,208,3333,6,1545
1577837103.0,209,2222,3,4857
1577837103.0,210,1111,5,4857
1577837105.0,211,4444,2,8987
1577837107.0,212,4444,10,4049
1577837107.0,213,1111,3,2938
1577837108.0,214,1111,6,4958
1577837108.0,215,2222,10,3068
1577837108.0,216,3333,3,1545
1577837110.0,217,4444,8,2234
1577837110.0,218,4444,3,2234
1577837113.0,219,5555,1,5723
1577837113.0,220,1111,7,7896
1577837114.0,221,4444,10,2938
1577837114.0,222,2222,7,4857
1577837116.0,223,2222,9,3135
1577837118.0,224,4444,4,2234
1577837118.0,225,4444,5,9121
1577837118.0,226,4444,5,4958
1577837120.0,227,3333,5,3135
1577837120.0,228,4444,8,8987
1577837123.0,229,4444,4,1354
1577837125.0,230,5555,7,3135
1577837126.0,231,5555,9,4857
1577837126.0,232,3333,6,5723
1577837126.0,233,5555,6,4857
1577837126.0,234,1111,1,5723
1577837127.0,235,3333,8,7896
1577837129.0,236,1111,3,4857
1577837131.0,237,5555,6,8987
1577837134.0,238,4444,2,9121
1577837136.0,239,2222,4,4857
1577837136.0,240,1111,1,5723
1577837139.0,241,4444,5,2435
1577837141.0,242,1111,4,3068
1577837142.0,243,2222,2,1354
1577837143.0,244,3333,1,1354
1577837145.0,245,5555,3,7896
1577837145.0,246,5555,2,8123
1577837148.0,247,4444,8,4857
1577837151.0,248,2222,8,8123
1577837153.0,249,5555,1,3724
1577837153.0,250,5555,1,9121
1577837153.0,251,4444,5,3724
1577837156.0,252,4444,9,3135
1577837159.0,253,4444,3,3068
1577837162.0,254,2222,2,1545
1577837165.0,255,4444,10,9121
1577837168.0,256,5555,9,7896
1577837170.0,257,2222,5,4857
1577837172.0,258,5555,5,8987
1577837173.0,259,5555,4,7896
1577837173.0,260,3333,9,8987
1577837174.0,261,2222,7,8123
1577837175.0,262,3333,9,3135
1577837175.0,263,3333,7,8987
1577837177.0,264,5555,10,8123
1577837177.0,265,2222,7,2234
1577837179.0,266,4444,7,7896
1577837182.0,267,3333,3,5723
1577837184.0,268,1111,8,2435
1577837185.0,269,4444,2,4857
1577837188.0,270,1111,4,7896
1577837188.0,271,1111,5,3135
1577837191.0,272,4444,7,2234
1577837194.0,273,3333,1,4857
1577837197.0,274,3333,4,3068
1577837200.0,275,3333,6,4049
1577837203.0,276,4444,3,2435
1577837204.0,277,5555,7,2938
1577837207.0,278,2222,9,5723
1577837210.0,279,3333,1,2435
1577837211.0,280,3333,3,2938
1577837213.0,281,4444,2,3068
1577837215.0,282,3333,6,2938
1577837217.0,283,3333,7,7896
1577837220.0,284,2222,10,2938
1577837220.0,285,1111,8,1545
1577837223.0,286,1111,7,4049
1577837223.0,287,5555,2,2234
1577837223.0,288,5555,5,8987
1577837226.0,289,2222,3,2435
1577837226.0,290,3333,3,8123
1577837229.0,291,3333,10,4049
1577837232.0,292,5555,9,3724
1577837233.0,293,5555,8,8987
1577837235.0,294,2222,7,2938
1577837236.0,295,5555,5,2938
1577837238.0,296,3333,6,2234
1577837240.0,297,4444,2,2938
1577837240.0,298,5555,7,8123
1577837240.0,299,1111,1,3068
1577837242.0,300,2222,4,4049
1577837242.0,301,1111,10,9121
1577837244.0,302,1111,6,8987
1577837245.0,303,4444,9,9121
1577837247.0,304,3333,8,8987
1577837248.0,305,5555,5,4958
1577837248.0,306,4444,3,3068
1577837248.0,307,4444,9,5723
1577837250.0,308,4444,5,3135
1577837253.0,309,4444,4,3724
1577837255.0,310,3333,8,8123
1577837258.0,311,4444,7,9121
1577837260.0,312,4444,10,3724
1577837263.0,313,2222,3,5723
1577837266.0,314,5555,7,9121
1577837269.0,315,4444,6,8123
1577837269.0,316,4444,1,3135
1577837270.0,317,2222,2,2938
1577837271.0,318,4444,4,2938
1577837274.0,319,4444,5,8123
1577837274.0,320,2222,8,5723
1577837276.0,321,3333,7,3068
1577837276.0,322,2222,9,3135
1577837277.0,323,3333,5,3724
1577837278.0,324,5555,9,7896
1577837280.0,325,4444,4,2435
1577837281.0,326,1111,2,4857
1577837281.0,327,4444,3,3724
1577837283.0,328,4444,9,3068
1577837286.0,329,5555,5,9121
1577837287.0,330,5555,3,9121
1577837288.0,331,5555,6,8987
1577837291.0,332,4444,3,3724
1577837294.0,333,4444,2,4049
1577837294.0,334,5555,7,3135
1577837297.0,335,4444,1,4857
1577837300.0,336,5555,10,2234
1577837302.0,337,4444,3,3135
1577837304.0,338,1111,5,2234
1577837306.0,339,3333,9,1354
1577837309.0,340,3333,8,3135
1577837310.0,341,3333,9,2938
1577837312.0,342,2222,1,2938
1577837313.0,343,5555,2,5723
1577837314.0,344,5555,8,1545
1577837316.0,345,2222,3,5723
1577837317.0,346,3333,10,2234
1577837318.0,347,5555,7,3724
1577837319.0,348,3333,8,4857
1577837321.0,349,5555,4,4857
1577837324.0,350,3333,5,3724
1577837326.0,351,2222,8,3068
1577837327.0,352,2222,10,3724
1577837328.0,353,4444,6,1545
1577837330.0,354,3333,8,2435
1577837333.0,355,1111,7,3135
1577837336.0,356,3333,8,3135
1577837337.0,357,2222,10,2938
1577837340.0,358,1111,5,1545
1577837340.0,359,2222,7,3724
1577837343.0,360,4444,4,3135
1577837344.0,361,2222,7,4049
1577837346.0,362,2222,9,2938
1577837348.0,363,3333,9,9121
1577837350.0,364,3333,3,8123
1577837351.0,365,1111,6,3068
1577837354.0,366,1111,1,1545
1577837357.0,367,3333,6,4958
1577837357.0,368,1111,1,3068
1577837359.0,369,4444,3,5723
1577837360.0,370,4444,2,8987
1577837363.0,371,5555,2,1545
1577837363.0,372,4444,10,3135
1577837364.0,373,4444,1,3724
1577837367.0,374,4444,4,8123
1577837370.0,375,1111,6,4049
1577837371.0,376,5555,5,9121
1577837373.0,377,4444,5,7896
1577837375.0,378,5555,3,4857
1577837378.0,379,1111,4,2234
1577837379.0,380,3333,5,3068
1577837379.0,381,5555,2,7896
1577837382.0,382,5555,5,9121
1577837383.0,383,3333,2,4958
1577837384.0,384,4444,2,4857
1577837386.0,385,1111,1,3135
1577837388.0,386,4444,5,4857
1577837388.0,387,3333,8,2435
1577837389.0,388,3333,4,1545
1577837392.0,389,1111,3,2938
1577837395.0,390,4444,3,3135
1577837397.0,391,1111,8,1545
1577837399.0,392,1111,9,1354
1577837399.0,393,3333,10,4958
1577837399.0,394,4444,3,8987
1577837401.0,395,2222,2,2234
1577837402.0,396,2222,7,3724
1577837404.0,397,2222,10,2938
1577837404.0,398,3333,1,2234
1577837405.0,399,5555,4,4958
1577837405.0,400,3333,2,1354
1577837405.0,401,4444,10,3135
1577837408.0,402,4444,2,5723
1577837411.0,403,2222,3,8987
1577837414.0,404,1111,3,3135
1577837415.0,405,4444,5,2234
1577837418.0,406,5555,8,8123
1577837420.0,407,4444,5,3724
1577837421.0,408,5555,6,2938
1577837421.0,409,2222,1,1545
1577837424.0,410,1111,10,2938
1577837427.0,411,2222,9,5723
1577837428.0,412,2222,6,1545
1577837429.0,413,1111,2,4958
1577837431.0,414,2222,4,4958
1577837432.0,415,4444,7,4049
1577837435.0,416,4444,10,2234
1577837436.0,417,2222,4,4958
1577837437.0,418,4444,4,4857
1577837437.0,419,2222,3,2435
1577837437.0,420,3333,5,3135
1577837438.0,421,5555,4,4958
1577837440.0,422,1111,9,4958
1577837440.0,423,1111,9,8987
1577837441.0,424,3333,8,9121
1577837441.0,425,5555,2,7896
1577837442.0,426,1111,2,8123
1577837442.0,427,3333,8,3135
1577837442.0,428,5555,1,1354
1577837443.0,429,5555,2,9121
1577837446.0,430,2222,6,9121
1577837446.0,431,4444,8,8987
1577837446.0,432,4444,4,2234
1577837448.0,433,2222,3,1545
1577837450.0,434,1111,10,4857
1577837452.0,435,5555,1,9121
1577837452.0,436,3333,5,9121
1577837454.0,437,2222,1,8123
1577837457.0,438,3333,4,3724
1577837460.0,439,4444,7,4857
1577837462.0,440,1111,3,9121
1577837465.0,441,5555,8,7896
1577837468.0,442,4444,5,4049
1577837468.0,443,1111,8,4049
1577837469.0,444,4444,4,4857
1577837472.0,445,3333,7,9121
1577837475.0,446,1111,7,4958
1577837477.0,447,1111,9,1354
1577837477.0,448,3333,7,4857
1577837477.0,449,3333,10,2938
1577837477.0,450,3333,9,3135
1577837478.0,451,3333,1,5723
1577837480.0,452,4444,7,9121
1577837482.0,453,4444,5,7896
1577837484.0,454,4444,4,3068
1577837486.0,455,3333,7,1354
1577837488.0,456,3333,6,8123
1577837490.0,457,5555,7,7896
1577837493.0,458,2222,9,4958
1577837494.0,459,3333,9,3068
1577837494.0,460,1111,10,2234
1577837497.0,461,4444,5,4857
1577837500.0,462,4444,8,5723
1577837503.0,463,5555,4,4958
1577837503.0,464,1111,5,8123
1577837504.0,465,2222,1,8987
1577837506.0,466,2222,1,2938
1577837507.0,467,5555,5,4049
1577837507.0,468,2222,9,4958
1577837507.0,469,2222,4,3068
1577837509.0,470,4444,9,8123
1577837510.0,471,2222,4,4049
1577837511.0,472,4444,4,2234
1577837511.0,473,2222,6,1545
1577837511.0,474,1111,5,5723
1577837513.0,475,5555,8,5723
1577837515.0,476,1111,4,2435
1577837517.0,477,5555,107,2234
1577837519.0,478,4444,8,3724
1577837521.0,479,4444,8,9121
1577837524.0,480,2222,7,1354
1577837526.0,481,2222,3,2234
1577837527.0,482,3333,2,3724
1577837528.0,483,1111,1,8123
1577837529.0,484,4444,3,4958
1577837531.0,485,2222,10,9121
1577837533.0,486,2222,7,2234
1577837536.0,487,5555,1,5723
1577837536.0,488,1111,6,4049
1577837539.0,489,4444,9,2938
1577837542.0,490,3333,9,8987
1577837544.0,491,4444,7,3135
1577837546.0,492,5555,4,3135
1577837548.0,493,5555,8,4049
1577837548.0,494,5555,2,3135
1577837549.0,495,3333,8,3135
1577837551.0,496,1111,6,2938
1577837553.0,497,5555,9,1545
1577837555.0,498,2222,6,3724
1577837555.0,499,5555,2,4958
1577837558.0,500,1111,9,1545
1577837558.0,501,1111,8,8987
1577837558.0,502,3333,10,8987
1577837558.0,503,4444,7,1354
1577837560.0,504,4444,7,2938
1577837563.0,505,3333,2,2234
1577837565.0,506,4444,3,2938
1577837568.0,507,2222,6,5723
1577837570.0,508,1111,1,3135
1577837571.0,509,2222,5,3135
1577837571.0,510,4444,9,3135
1577837573.0,511,1111,4,7896
1577837574.0,512,5555,4,4958
1577837575.0,513,2222,7,7896
1577837577.0,514,3333,9,2435
1577837580.0,515,4444,9,2938
1577837581.0,516,5555,10,1545
1577837581.0,517,2222,1,8987
1577837581.0,518,2222,1,3135
1577837582.0,519,1111,3,1545
1577837584.0,520,4444,8,8123
1577837584.0,521,5555,8,1354
1577837587.0,522,5555,7,5723
1577837588.0,523,1111,1,2435
1577837588.0,524,5555,2,2938
1577837589.0,525,2222,9,2938
1577837590.0,526,1111,9,9121
1577837591.0,527,2222,6,1354
1577837594.0,528,5555,1,8987
1577837597.0,529,4444,8,8123
1577837597.0,530,3333,7,1354
1577837600.0,531,2222,9,4958
1577837600.0,532,5555,6,8987
1577837601.0,533,3333,10,7896
1577837601.0,534,4444,10,2435
1577837602.0,535,5555,5,3135
1577837605.0,536,5555,7,4049
1577837605.0,537,4444,3,4857
1577837607.0,538,1111,8,4857
1577837609.0,539,2222,3,2234
1577837610.0,540,5555,7,2234
1577837613.0,541,1111,9,8123
1577837616.0,542,3333,8,3724
1577837616.0,543,1111,1,7896
1577837619.0,544,4444,6,3724
1577837619.0,545,2222,7,5723
1577837619.0,546,3333,4,1545
1577837620.0,547,3333,4,3135
1577837620.0,548,2222,4,1354
1577837622.0,549,4444,6,1545
1577837622.0,550,4444,8,1545
1577837623.0,551,2222,9,7896
1577837624.0,552,5555,4,2435
1577837627.0,553,1111,4,3724
1577837628.0,554,1111,8,2234
1577837630.0,555,4444,1,9121
1577837630.0,556,4444,4,8123
1577837632.0,557,3333,6,3724
1577837635.0,558,4444,8,9121
1577837637.0,559,2222,6,3135
1577837639.0,560,3333,3,2938
1577837641.0,561,2222,2,2435
1577837643.0,562,3333,1,8987
1577837645.0,563,5555,10,3724
1577837647.0,564,2222,3,4857
1577837648.0,565,1111,2,4958
1577837649.0,566,1111,10,4857
1577837652.0,567,4444,10,2234
1577837655.0,568,5555,2,4958
1577837656.0,569,3333,1,2435
1577837658.0,570,3333,5,8987
1577837659.0,571,5555,10,8987
1577837662.0,572,3333,6,3068
1577837665.0,573,3333,6,8987
1577837665.0,574,4444,5,3068
1577837668.0,575,5555,7,3068
1577837671.0,576,4444,7,8123
1577837672.0,577,3333,5,2938
1577837673.0,578,5555,8,4857
1577837673.0,579,4444,8,2938
1577837675.0,580,4444,2,4958
1577837678.0,581,4444,2,4049
1577837680.0,582,2222,4,4958
1577837681.0,583,3333,4,9121
1577837682.0,584,4444,5,5723
1577837685.0,585,1111,9,2234
1577837686.0,586,3333,7,3724
1577837688.0,587,5555,6,1354
1577837691.0,588,5555,9,7896
1577837692.0,589,3333,9,3068
1577837692.0,590,4444,5,1354
1577837694.0,591,4444,2,1354
1577837696.0,592,5555,6,2435
1577837698.0,593,2222,10,5723
1577837700.0,594,3333,4,2234
1577837703.0,595,5555,6,1545
1577837706.0,596,1111,8,9121
1577837707.0,597,5555,4,3724
1577837708.0,598,4444,8,8123
1577837711.0,599,4444,7,4049
1577837714.0,600,4444,2,4857
1577837714.0,601,4444,7,2234
1577837714.0,602,4444,7,2234
1577837716.0,603,1111,5,2435
1577837717.0,604,5555,9,7896
1577837719.0,605,3333,7,3068
1577837721.0,606,3333,4,5723
1577837722.0,607,5555,1,2234
1577837725.0,608,1111,1,8987
1577837727.0,609,1111,3,1545
1577837730.0,610,4444,7,3724
1577837731.0,611,3333,1,8123
1577837733.0,612,4444,7,7896
1577837735.0,613,4444,10,8123
1577837736.0,614,4444,4,3135
1577837737.0,615,1111,9,8987
1577837739.0,616,1111,2,1545
1577837742.0,617,3333,2,4958
1577837744.0,618,1111,1,1354
1577837745.0,619,4444,3,5723
1577837745.0,620,2222,9,2435
1577837748.0,621,1111,6,3068
1577837748.0,622,5555,3,1545
1577837749.0,623,1111,10,3135
1577837752.0,624,2222,4,2435
1577837754.0,625,5555,6,8987
1577837756.0,626,3333,10,2435
1577837758.0,627,1111,9,2938
1577837760.0,628,2222,10,4857
1577837760.0,629,2222,2,4958
1577837763.0,630,2222,8,4049
1577837763.0,631,3333,10,3135
1577837765.0,632,2222,6,5723
1577837767.0,633,5555,10,7896
1577837769.0,634,2222,7,5723
1577837771.0,635,5555,8,2938
1577837771.0,636,4444,10,4049
1577837773.0,637,5555,3,4049
1577837775.0,638,1111,103,2435
1577837776.0,639,4444,2,4049
1577837776.0,640,3333,5,2938
1577837779.0,641,2222,1,2938
1577837781.0,642,4444,7,3068
1577837782.0,643,2222,4,2938
1577837783.0,644,3333,1,9121
1577837783.0,645,5555,2,4049
1577837785.0,646,5555,4,4857
1577837787.0,647,2222,7,1545
1577837788.0,648,4444,108,2938
1577837791.0,649,5555,9,2234
1577837792.0,650,4444,10,1545
1577837793.0,651,3333,4,2938
1577837793.0,652,1111,2,3068
1577837794.0,653,2222,10,5723
1577837795.0,654,3333,7,2435
1577837796.0,655,5555,8,4857
1577837798.0,656,3333,2,4857
1577837798.0,657,2222,4,1354
1577837799.0,658,5555,8,2435
1577837799.0,659,2222,8,3724
1577837799.0,660,3333,8,8987
1577837800.0,661,2222,1,2435
1577837800.0,662,2222,8,3724
1577837801.0,663,4444,2,4049
1577837804.0,664,3333,1,8987
1577837807.0,665,2222,6,3135
1577837808.0,666,4444,4,9121
1577837811.0,667,3333,5,4857
1577837812.0,668,4444,3,8987
1577837812.0,669,1111,9,3724
1577837814.0,670,4444,5,3135
1577837817.0,671,2222,8,4857
1577837820.0,672,1111,10,4958
1577837821.0,673,2222,4,7896
1577837822.0,674,4444,1,5723
1577837823.0,675,5555,3,3724
1577837823.0,676,4444,9,2234
1577837823.0,677,2222,9,4958
1577837823.0,678,1111,9,7896
1577837823.0,679,2222,9,1545
1577837823.0,680,5555,1,2938
1577837825.0,681,3333,2,4857
1577837825.0,682,5555,10,1545
1577837828.0,683,1111,5,4958
1577837829.0,684,2222,8,3068
1577837832.0,685,1111,4,1545
1577837835.0,686,1111,2,1354
1577837837.0,687,4444,1,9121
1577837838.0,688,2222,10,5723
1577837841.0,689,4444,8,3724
1577837843.0,690,2222,8,5723
1577837844.0,691,2222,3,2234
1577837846.0,692,1111,10,1545
1577837847.0,693,3333,9,9121
1577837848.0,694,3333,7,1545
1577837850.0,695,5555,10,1354
1577837850.0,696,3333,8,2435
1577837853.0,697,5555,4,1354
1577837853.0,698,1111,6,3724
1577837856.0,699,4444,9,3135
1577837858.0,700,2222,5,3135
1577837861.0,701,5555,105,2938
1577837862.0,702,2222,5,1545
1577837865.0,703,4444,9,4049
1577837867.0,704,1111,4,3724
1577837868.0,705,4444,7,3135
1577837870.0,706,5555,8,4857
1577837870.0,707,4444,1,8123
1577837870.0,708,1111,6,3135
1577837870.0,709,3333,5,3135
1577837870.0,710,4444,4,3068
1577837870.0,711,4444,4,3724
1577837871.0,712,4444,2,3724
1577837872.0,713,4444,5,9121
1577837872.0,714,1111,4,9121
1577837872.0,715,2222,9,8987
1577837872.0,716,5555,9,3135
1577837872.0,717,3333,1,4958
1577837874.0,718,4444,1,8123
1577837874.0,719,4444,4,9121
1577837877.0,720,5555,2,3724
1577837878.0,721,5555,1,3068
1577837880.0,722,4444,10,8123
1577837883.0,723,4444,4,1545
1577837884.0,724,3333,8,2234
1577837884.0,725,5555,5,8987
1577837886.0,726,2222,6,9121
1577837889.0,727,1111,8,4958
1577837889.0,728,1111,2,8987
1577837891.0,729,2222,8,4857
1577837891.0,730,4444,3,3135
1577837892.0,731,3333,4,2435
1577837894.0,732,2222,6,1545
1577837896.0,733,4444,7,2938
1577837899.0,734,5555,4,1354
1577837901.0,735,2222,10,4958
1577837901.0,736,5555,1,2938
1577837902.0,737,4444,1,4857
1577837905.0,738,1111,7,5723
1577837905.0,739,4444,3,2938
1577837906.0,740,5555,1,1545
1577837908.0,741,4444,10,1354
1577837908.0,742,4444,5,3724
1577837910.0,743,1111,8,9121
1577837911.0,744,3333,9,4049
1577837912.0,745,2222,9,4958
1577837912.0,746,4444,9,9121
1577837912.0,747,1111,3,5723
1577837913.0,748,2222,6,7896
1577837913.0,749,1111,8,1545
1577837914.0,750,5555,2,8987
1577837917.0,751,2222,7,3068
1577837919.0,752,3333,7,9121
1577837920.0,753,1111,4,7896
1577837920.0,754,3333,10,8123
1577837922.0,755,1111,1,8123
1577837924.0,756,2222,3,2435
1577837925.0,757,1111,4,1545
1577837928.0,758,3333,6,2234
1577837931.0,759,3333,8,2938
1577837933.0,760,2222,2,8987
1577837933.0,761,3333,9,2938
1577837934.0,762,5555,8,4958
1577837937.0,763,3333,5,4958
1577837937.0,764,3333,2,2435
1577837937.0,765,4444,7,4958
1577837940.0,766,1111,4,3135
1577837943.0,767,5555,5,2435
1577837944.0,768,3333,5,1545
1577837946.0,769,3333,8,2435
1577837946.0,770,2222,1,1354
1577837946.0,771,3333,9,3724
1577837949.0,772,3333,4,1545
1577837950.0,773,1111,8,3068
1577837952.0,774,2222,4,4958
1577837952.0,775,1111,7,2234
1577837955.0,776,3333,5,2234
1577837958.0,777,3333,4,8123
1577837958.0,778,3333,8,2234
1577837959.0,779,4444,4,8123
1577837959.0,780,1111,3,2938
1577837961.0,781,3333,8,2234
1577837963.0,782,4444,1,3068
1577837963.0,783,4444,10,5723
1577837963.0,784,5555,2,3135
1577837963.0,785,5555,7,8987
1577837963.0,786,5555,4,1354
1577837965.0,787,4444,10,3724
1577837966.0,788,1111,7,1354
1577837969.0,789,3333,1,5723
1577837971.0,790,4444,2,3724
1577837973.0,791,5555,3,4857
1577837974.0,792,5555,7,3068
1577837976.0,793,4444,5,3068
1577837976.0,794,2222,6,3724
1577837976.0,795,1111,9,3724
1577837978.0,796,1111,1,1545
1577837979.0,797,1111,5,2435
1577837980.0,798,5555,10,3068
1577837981.0,799,2222,1,4049
1577837984.0,800,2222,6,1545
1577837984.0,801,2222,7,8123
1577837985.0,802,5555,8,3724
1577837987.0,803,5555,6,8987
1577837988.0,804,2222,4,7896
1577837989.0,805,4444,10,8123
1577837989.0,806,5555,6,3068
1577837992.0,807,2222,1,2234
1577837992.0,808,3333,7,7896
1577837994.0,809,1111,3,3068
1577837995.0,810,1111,7,2234
1577837995.0,811,4444,2,1545
1577837995.0,812,2222,8,2234
1577837998.0,813,3333,8,1545
1577837999.0,814,2222,6,2938
1577838001.0,815,3333,5,8987
1577838001.0,816,1111,3,4857
1577838001.0,817,3333,5,1354
1577838003.0,818,1111,2,3135
1577838003.0,819,3333,10,4857
1577838003.0,820,1111,7,7896
