TnxTime,TxnID,ItemNo,Qty,CardNum
1577836982.0,122,4444,1,3068
1577836983.0,123,2222,3,2435
1577836986.0,124,1111,4,8123
1577836987.0,125,2222,5,2938
1577836987.0,126,5555,1,4049
1577836988.0,127,3333,5,2234
1577836991.0,128,5555,8,4958
1577836994.0,129,1111,7,1354
1577836995.0,130,5555,3,8987
1577836998.0,131,2222,3,1354
1577837001.0,132,3333,10,1545
1577837002.0,133,5555,1,8123
1577837004.0,134,1111,1,2435
1577837006.0,135,1111,9,1545
1577837006.0,136,4444,1,4857
1577837009.0,137,3333,1,1545
1577837009.0,138,3333,1,3068
1577837011.0,139,5555,8,9121
1577837012.0,140,5555,8,1354
1577837013.0,141,5555,8,2938
1577837015.0,142,5555,3,4857
1577837017.0,143,1111,9,3135
1577837018.0,144,4444,9,4958
1577837020.0,145,5555,2,1545
1577837022.0,146,4444,1,5723
1577837023.0,147,2222,6,4049
1577837026.0,148,4444,4,3135
1577837028.0,149,1111,5,7896
1577837029.0,150,2222,10,1354
1577837032.0,151,3333,9,3068
1577837033.0,152,3333,10,3135
1577837033.0,153,5555,2,4958
1577837034.0,154,4444,4,8123
1577837034.0,155,2222,7,7896
1577837035.0,156,1111,5,1354
1577837036.0,157,5555,5,4958
1577837038.0,158,5555,9,8987
1577837039.0,159,5555,3,2234
1577837040.0,160,4444,9,3068
1577837040.0,161,3333,7,8987
1577837040.0,162,4444,10,4958
1577837042.0,163,5555,5,9121
1577837043.0,164,5555,1,3068
1577837045.0,165,3333,2,4958
1577837048.0,166,4444,9,1545
1577837051.0,167,2222,10,4958
1577837054.0,168,5555,9,1354
1577837056.0,169,1111,9,2234
1577837056.0,170,3333,3,9121
1577837058.0,171,1111,4,1545
1577837061.0,172,5555,7,1354
1577837063.0,173,5555,4,7896
1577837063.0,174,5555,4,3724
1577837066.0,175,3333,4,2234
1577837067.0,176,4444,7,4857
1577837067.0,177,1111,5,4857
1577837068.0,178,1111,7,4857
1577837068.0,179,1111,1,7896
1577837068.0,180,4444,7,8987
1577837068.0,181,2222,10,8987
1577837070.0,182,5555,8,8123
1577837072.0,183,5555,2,3135
1577837073.0,184,5555,5,9121
1577837074.0,185,1111,10,5723
1577837077.0,186,2222,10,7896
1577837080.0,187,2222,4,9121
1577837083.0,188,3333,3,4857
1577837085.0,189,1111,2,1545
1577837086.0,190,5555,4,5723
1577837087.0,191,5555,10,1354
1577837090.0,192,4444,3,4049
1577837090.0,193,5555,10,2938
1577837093.0,194,3333,2,4049
1577837095.0,195,5555,7,2435
1577837097.0,196,2222,3,3724
1577837099.0,197,4444,8,5723
1577837102.0,198,1111,9,4049
1577837104.0,199,5555,4,3724
1577837104.0,200,3333,1,1354
1577837106.0,201,1111,8,7896
1577837109.0,202,5555,1,3135
1577837112.0,203,4444,2,3135
1577837112.0,204,4444,2,5723
1577837114.0,205,1111,5,1354
1577837117.0,206,3333,9,2435
1577837119.0,207,2222,6,2435
1577837122.0,208,4444,8,5723
1577837124.0,209,4444,4,3724
1577837124.0,210,3333,10,7896
1577837124.0,211,2222,6,2234
1577837125.0,212,4444,8,2234
1577837127.0,213,3333,3,5723
1577837130.0,214,1111,4,2435
1577837130.0,215,2222,10,3068
1577837132.0,216,2222,9,2938
1577837135.0,217,3333,4,4958
1577837138.0,218,3333,1,7896
1577837139.0,219,1111,1,8987
1577837142.0,220,1111,2,4958
1577837144.0,221,2222,4,1545
1577837147.0,222,5555,8,2435
1577837147.0,223,5555,106,1545
1577837150.0,224,3333,1,3135
1577837150.0,225,5555,3,1545
1577837153.0,226,1111,2,9121
1577837156.0,227,4444,3,4857
1577837159.0,228,5555,10,9121
1577837162.0,229,1111,3,1354
1577837163.0,230,2222,7,1545
1577837165.0,231,1111,5,7896
1577837168.0,232,3333,4,7896
1577837169.0,233,1111,2,8987
1577837171.0,234,2222,3,2234
1577837172.0,235,1111,3,5723
1577837174.0,236,3333,4,7896
1577837174.0,237,4444,9,7896
1577837176.0,238,3333,8,3724
1577837176.0,239,3333,4,3068
1577837177.0,240,4444,7,8987
1577837180.0,241,1111,10,5723
1577837183.0,242,5555,3,3068
1577837186.0,243,2222,1,3135
1577837186.0,244,1111,10,1545
1577837189.0,245,4444,2,1354
1577837189.0,246,4444,7,5723
1577837189.0,247,5555,6,9121
1577837191.0,248,3333,3,3724
1577837191.0,249,1111,1,3135
1577837191.0,250,2222,8,1545
1577837192.0,251,3333,4,1354
1577837194.0,252,5555,10,3135
1577837195.0,253,5555,8,3068
1577837196.0,254,4444,9,9121
1577837198.0,255,3333,9,8987
1577837200.0,256,2222,9,4049
1577837203.0,257,5555,9,8987
1577837205.0,258,2222,7,8987
1577837207.0,259,5555,9,8987
1577837210.0,260,4444,6,4958
1577837211.0,261,1111,6,2938
1577837212.0,262,4444,1,3135
1577837214.0,263,5555,8,1545
1577837215.0,264,4444,8,2234
1577837215.0,265,3333,2,9121
1577837218.0,266,2222,8,8987
1577837220.0,267,2222,8,7896
1577837221.0,268,5555,2,7896
1577837222.0,269,2222,2,5723
1577837222.0,270,4444,8,4049
1577837224.0,271,2222,10,2435
1577837226.0,272,3333,8,8987
1577837229.0,273,1111,6,3135
1577837230.0,274,2222,10,1354
1577837231.0,275,5555,10,2435
1577837234.0,276,4444,10,7896
1577837234.0,277,2222,4,3135
1577837236.0,278,4444,4,5723
1577837237.0,279,2222,2,9121
1577837240.0,280,5555,5,4049
1577837241.0,281,5555,3,3068
1577837243.0,282,2222,1,8987
1577837246.0,283,4444,4,4049
1577837249.0,284,5555,4,2938
1577837251.0,285,2222,6,4958
1577837251.0,286,5555,2,2435
1577837254.0,287,1111,8,2435
1577837255.0,288,5555,9,8987
1577837258.0,289,4444,10,1354
1577837260.0,290,3333,3,8123
1577837260.0,291,4444,10,2938
1577837260.0,292,2222,1,5723
1577837260.0,293,3333,5,9121
1577837260.0,294,5555,3,3068
1577837262.0,295,4444,6,2234
1577837263.0,296,2222,10,1354
1577837266.0,297,5555,5,7896
1577837267.0,298,3333,7,3724
1577837268.0,299,2222,1,1545
1577837270.0,300,4444,1,4958
1577837272.0,301,2222,3,1545
1577837273.0,302,5555,8,2234
1577837274.0,303,2222,10,5723
1577837274.0,304,3333,3,3068
1577837274.0,305,1111,4,9121
1577837276.0,306,5555,4,3724
1577837278.0,307,1111,9,8987
1577837278.0,308,3333,3,4049
1577837279.0,309,1111,5,3724
1577837282.0,310,2222,2,4857
1577837282.0,311,4444,5,7896
1577837282.0,312,2222,8,1545
1577837285.0,313,1111,3,2938
1577837285.0,314,5555,6,2234
1577837286.0,315,4444,10,2938
1577837286.0,316,4444,3,4958
1577837286.0,317,5555,6,4049
1577837289.0,318,1111,7,9121
1577837290.0,319,5555,5,1545
1577837293.0,320,2222,7,1545
1577837295.0,321,5555,7,3135
1577837297.0,322,3333,4,4049
1577837300.0,323,2222,9,3724
1577837301.0,324,4444,2,3135
1577837304.0,325,2222,10,4857
1577837306.0,326,4444,4,3135
1577837306.0,327,5555,4,1354
1577837309.0,328,1111,2,8123
1577837310.0,329,3333,2,2234
1577837310.0,330,5555,10,4857
1577837311.0,331,3333,4,4857
1577837314.0,332,5555,8,3135
1577837317.0,333,1111,10,8123
1577837318.0,334,2222,2,9121
1577837318.0,335,1111,4,4049
1577837319.0,336,5555,8,4049
1577837321.0,337,5555,9,4857
1577837323.0,338,1111,2,4049
1577837324.0,339,5555,6,3068
1577837324.0,340,1111,4,1545
1577837326.0,341,4444,2,5723
1577837329.0,342,4444,7,8123
1577837329.0,343,3333,5,3724
1577837330.0,344,4444,1,8123
1577837333.0,345,2222,3,7896
1577837333.0,346,2222,1,1354
1577837336.0,347,1111,9,5723
1577837339.0,348,4444,10,2234
1577837340.0,349,5555,6,8123
1577837343.0,350,3333,8,8987
1577837344.0,351,3333,2,9121
1577837344.0,352,4444,2,4857
1577837347.0,353,1111,8,3724
1577837349.0,354,1111,3,9121
1577837349.0,355,4444,1,3135
1577837352.0,356,5555,3,4958
1577837355.0,357,5555,5,9121
1577837358.0,358,5555,3,4958
1577837361.0,359,5555,2,2234
1577837364.0,360,5555,4,8987
1577837367.0,361,1111,1,8987
1577837369.0,362,3333,10,2938
1577837372.0,363,3333,6,2435
1577837374.0,364,2222,10,3135
1577837376.0,365,1111,7,8987
1577837376.0,366,2222,9,8987
1577837378.0,367,5555,8,4049
1577837379.0,368,5555,5,4049
1577837382.0,369,4444,3,1545
1577837382.0,370,1111,10,1545
1577837385.0,371,4444,2,2938
1577837387.0,372,1111,9,2234
1577837390.0,373,4444,1,8123
1577837391.0,374,2222,4,8123
1577837393.0,375,1111,7,7896
1577837393.0,376,3333,1,4857
1577837396.0,377,5555,3,3068
1577837398.0,378,2222,10,2435
1577837398.0,379,5555,1,5723
1577837398.0,380,5555,10,1545
1577837401.0,381,3333,9,2234
1577837404.0,382,5555,4,1545
1577837405.0,383,4444,3,2435
1577837406.0,384,3333,9,4958
1577837407.0,385,1111,5,5723
1577837407.0,386,2222,5,2435
1577837410.0,387,2222,5,4049
1577837411.0,388,1111,2,2234
1577837412.0,389,3333,10,4958
1577837415.0,390,4444,3,2234
1577837416.0,391,4444,3,4857
1577837416.0,392,1111,3,4857
1577837418.0,393,5555,6,3135
1577837418.0,394,2222,4,2938
1577837421.0,395,3333,5,1354
1577837423.0,396,5555,7,2938
1577837425.0,397,3333,2,9121
1577837427.0,398,4444,2,5723
1577837428.0,399,5555,3,1354
1577837430.0,400,3333,1,5723
1577837432.0,401,1111,7,1545
1577837434.0,402,5555,8,1545
1577837437.0,403,2222,6,4958
1577837440.0,404,3333,3,3068
1577837441.0,405,1111,10,3724
1577837442.0,406,4444,3,2938
1577837445.0,407,5555,7,1354
1577837448.0,408,2222,4,5723
1577837451.0,409,1111,10,1545
1577837454.0,410,5555,8,3068
1577837454.0,411,4444,9,8987
1577837457.0,412,1111,2,4857
1577837457.0,413,5555,8,8987
1577837458.0,414,2222,3,2234
1577837459.0,415,2222,2,8123
1577837459.0,416,4444,5,3724
1577837460.0,417,4444,4,5723
1577837462.0,418,2222,6,4049
1577837465.0,419,3333,10,7896
1577837468.0,420,2222,3,3135
1577837468.0,421,2222,7,8987
1577837469.0,422,1111,10,5723
1577837469.0,423,3333,5,9121
1577837469.0,424,3333,2,2938
1577837470.0,425,5555,4,9121
1577837472.0,426,5555,8,9121
1577837472.0,427,3333,7,4857
1577837472.0,428,5555,3,4049
1577837473.0,429,2222,5,9121
1577837474.0,430,4444,9,4049
1577837477.0,431,5555,5,1545
1577837478.0,432,2222,2,1545
1577837479.0,433,3333,8,7896
1577837480.0,434,1111,4,3068
1577837481.0,435,5555,7,4958
1577837483.0,436,4444,8,9121
1577837484.0,437,2222,7,2435
1577837486.0,438,1111,10,4958
1577837489.0,439,4444,4,3724
1577837490.0,440,5555,7,3724
1577837490.0,441,2222,5,8123
1577837491.0,442,1111,2,2435
1577837491.0,443,2222,6,2435
1577837491.0,444,5555,6,1354
1577837493.0,445,1111,2,3724
1577837493.0,446,2222,8,1545
1577837496.0,447,5555,7,4049
1577837499.0,448,3333,2,3068
1577837502.0,449,4444,6,2234
1577837503.0,450,4444,5,7896
1577837505.0,451,4444,9,8123
1577837508.0,452,4444,7,4958
1577837510.0,453,4444,8,7896
1577837513.0,454,4444,2,2234
1577837513.0,455,5555,3,9121
1577837514.0,456,1111,1,1354
1577837514.0,457,4444,5,8987
1577837517.0,458,1111,6,8987
1577837519.0,459,5555,1,3135
1577837522.0,460,5555,3,9121
1577837522.0,461,1111,8,1545
1577837525.0,462,4444,3,7896
1577837526.0,463,4444,5,2938
1577837528.0,464,2222,8,2435
1577837530.0,465,2222,10,5723
1577837530.0,466,5555,7,2435
1577837533.0,467,3333,9,3068
1577837533.0,468,4444,3,3068
1577837534.0,469,3333,4,9121
1577837535.0,470,1111,9,4049
1577837537.0,471,2222,4,4049
1577837539.0,472,5555,7,2234
1577837539.0,473,3333,6,4857
1577837539.0,474,3333,1,3135
1577837542.0,475,2222,8,2234
1577837543.0,476,3333,2,4958
1577837546.0,477,1111,1,9121
1577837547.0,478,4444,9,3068
1577837548.0,479,4444,3,8123
1577837548.0,480,5555,5,4958
1577837550.0,481,1111,6,9121
1577837552.0,482,3333,3,8987
1577837555.0,483,1111,2,7896
1577837555.0,484,3333,7,2938
1577837557.0,485,3333,6,4049
1577837558.0,486,3333,5,2435
1577837560.0,487,3333,3,1354
1577837563.0,488,4444,9,2435
1577837563.0,489,3333,4,8987
1577837564.0,490,1111,1,7896
1577837567.0,491,3333,5,9121
1577837567.0,492,4444,1,3068
1577837567.0,493,2222,10,4857
1577837570.0,494,2222,4,4049
1577837573.0,495,2222,6,4049
1577837576.0,496,5555,6,3068
1577837579.0,497,5555,3,2435
1577837581.0,498,4444,100,3724
1577837583.0,499,1111,1,1545
1577837585.0,500,1111,9,7896
1577837587.0,501,5555,4,1545
1577837590.0,502,1111,5,3724
1577837593.0,503,2222,7,4049
1577837596.0,504,5555,6,4857
1577837597.0,505,5555,7,7896
1577837600.0,506,5555,7,9121
1577837600.0,507,2222,5,3068
1577837602.0,508,1111,9,3135
1577837604.0,509,5555,5,5723
1577837607.0,510,4444,5,5723
1577837609.0,511,5555,7,5723
1577837612.0,512,2222,2,5723
1577837615.0,513,5555,6,4857
1577837618.0,514,4444,1,4857
1577837618.0,515,5555,3,2234
1577837621.0,516,5555,9,4049
1577837624.0,517,1111,2,3724
1577837626.0,518,3333,4,9121
1577837628.0,519,1111,4,4958
1577837631.0,520,2222,4,1545
1577837632.0,521,4444,1,5723
1577837634.0,522,2222,3,8987
1577837634.0,523,1111,3,4857
1577837634.0,524,1111,3,2938
1577837635.0,525,4444,10,2234
1577837636.0,526,5555,8,2938
1577837639.0,527,3333,4,3068
1577837642.0,528,1111,2,4049
1577837643.0,529,3333,3,3068
1577837646.0,530,1111,1,5723
1577837647.0,531,2222,7,4958
1577837649.0,532,5555,7,2938
1577837652.0,533,4444,10,4958
1577837653.0,534,1111,2,8123
1577837653.0,535,4444,8,1545
1577837655.0,536,4444,1,4049
1577837658.0,537,5555,10,4958
1577837660.0,538,4444,2,4049
1577837662.0,539,2222,10,4958
1577837662.0,540,5555,7,4958
1577837664.0,541,1111,10,4049
1577837667.0,542,2222,1,1354
1577837668.0,543,2222,10,8123
1577837669.0,544,3333,10,9121
1577837670.0,545,5555,6,2435
1577837670.0,546,3333,2,3068
1577837671.0,547,4444,4,4857
1577837674.0,548,5555,1,7896
1577837675.0,549,4444,10,3724
1577837677.0,550,3333,2,9121
1577837679.0,551,1111,3,5723
1577837679.0,552,4444,3,1354
1577837681.0,553,4444,7,4049
1577837684.0,554,4444,1,4958
1577837687.0,555,1111,8,3135
1577837688.0,556,3333,10,3724
1577837691.0,557,5555,6,1354
1577837692.0,558,1111,9,5723
1577837693.0,559,2222,9,1545
1577837694.0,560,2222,3,3724
1577837695.0,561,3333,5,4857
1577837697.0,562,5555,3,4049
1577837699.0,563,5555,7,2435
1577837699.0,564,2222,7,4857
1577837700.0,565,3333,10,4049
1577837701.0,566,3333,4,8987
1577837703.0,567,4444,8,1354
1577837704.0,568,1111,10,2938
1577837707.0,569,2222,5,1545
1577837707.0,570,2222,8,5723
1577837709.0,571,5555,9,4958
1577837709.0,572,3333,3,5723
1577837711.0,573,2222,3,7896
1577837713.0,574,2222,6,2234
1577837715.0,575,5555,6,1545
1577837717.0,576,4444,4,2435
1577837718.0,577,3333,3,5723
1577837719.0,578,1111,1,5723
1577837722.0,579,2222,1,5723
1577837722.0,580,5555,10,3724
1577837723.0,581,2222,3,7896
1577837724.0,582,4444,5,1545
1577837724.0,583,4444,2,2938
1577837724.0,584,4444,3,1354
1577837724.0,585,3333,1,7896
1577837727.0,586,2222,8,1354
1577837729.0,587,4444,6,5723
1577837731.0,588,3333,1,2435
1577837732.0,589,4444,9,2435
1577837735.0,590,2222,7,8123
1577837738.0,591,1111,1,8987
1577837740.0,592,5555,9,2938
1577837741.0,593,2222,5,3724
1577837741.0,594,1111,1,8987
1577837741.0,595,4444,1,7896
1577837743.0,596,1111,8,4958
1577837745.0,597,2222,6,8987
1577837747.0,598,4444,4,1545
1577837747.0,599,5555,3,2234
1577837747.0,600,1111,7,1354
1577837747.0,601,5555,7,1545
1577837748.0,602,2222,6,4049
1577837750.0,603,2222,8,5723
1577837751.0,604,5555,8,4958
1577837754.0,605,1111,5,8123
1577837755.0,606,3333,1,2435
1577837758.0,607,2222,4,2938
1577837759.0,608,4444,108,3135
1577837761.0,609,3333,1,3135
1577837761.0,610,1111,7,3135
1577837764.0,611,4444,3,7896
1577837765.0,612,5555,1,5723
1577837766.0,613,4444,8,2435
1577837769.0,614,2222,1,5723
1577837772.0,615,1111,9,2938
1577837774.0,616,3333,10,2234
1577837775.0,617,1111,2,4049
1577837778.0,618,2222,9,4958
1577837779.0,619,3333,8,4958
1577837779.0,620,4444,7,8123
1577837782.0,621,1111,10,2938
1577837783.0,622,2222,3,3135
1577837785.0,623,5555,6,2435
1577837786.0,624,4444,1,7896
1577837787.0,625,5555,2,2234
1577837787.0,626,1111,10,8987
1577837788.0,627,4444,1,5723
1577837789.0,628,2222,2,4049
1577837792.0,629,4444,2,4049
1577837793.0,630,2222,9,9121
1577837794.0,631,2222,7,8987
1577837795.0,632,1111,6,2234
1577837796.0,633,2222,9,8987
1577837799.0,634,4444,8,5723
1577837800.0,635,2222,2,1354
1577837803.0,636,3333,2,2234
1577837803.0,637,5555,6,4958
1577837806.0,638,5555,5,3724
1577837806.0,639,1111,5,3068
1577837809.0,640,4444,2,7896
1577837812.0,641,1111,5,5723
1577837814.0,642,1111,8,2435
1577837816.0,643,3333,1,5723
1577837816.0,644,1111,6,2435
1577837817.0,645,1111,4,9121
1577837818.0,646,1111,3,2938
1577837821.0,647,2222,8,4049
1577837822.0,648,1111,2,2938
1577837824.0,649,5555,10,3135
1577837826.0,650,5555,8,2234
1577837828.0,651,3333,1,4958
1577837828.0,652,2222,3,5723
1577837831.0,653,3333,10,4958
1577837833.0,654,5555,10,2938
1577837833.0,655,1111,1,4958
1577837835.0,656,5555,9,8987
1577837837.0,657,2222,10,2234
1577837837.0,658,4444,6,4958
1577837837.0,659,2222,9,9121
1577837838.0,660,4444,5,2435
1577837840.0,661,4444,1,9121
1577837843.0,662,2222,3,7896
1577837843.0,663,4444,2,1354
1577837845.0,664,4444,4,9121
1577837845.0,665,4444,8,1354
1577837845.0,666,4444,5,8123
1577837847.0,667,1111,6,3068
1577837849.0,668,3333,8,4857
1577837851.0,669,5555,10,2234
1577837851.0,670,1111,1,8123
1577837851.0,671,1111,5,3068
1577837852.0,672,4444,7,4049
1577837854.0,673,4444,2,8123
1577837856.0,674,4444,10,9121
1577837858.0,675,3333,7,4958
1577837859.0,676,1111,2,9121
1577837862.0,677,2222,7,3724
1577837865.0,678,2222,10,3724
1577837868.0,679,1111,2,4857
1577837868.0,680,2222,6,8987
1577837868.0,681,2222,6,4958
1577837868.0,682,3333,6,4857
1577837871.0,683,5555,10,2435
1577837873.0,684,3333,8,4958
1577837874.0,685,3333,7,3724
1577837874.0,686,1111,4,4958
1577837875.0,687,1111,1,7896
1577837875.0,688,5555,10,5723
1577837876.0,689,5555,1,2938
1577837879.0,690,5555,7,7896
1577837880.0,691,5555,7,3068
1577837881.0,692,4444,5,3135
1577837884.0,693,3333,3,4857
1577837887.0,694,5555,6,8123
1577837889.0,695,2222,8,5723
1577837891.0,696,3333,10,9121
1577837893.0,697,4444,10,1354
1577837894.0,698,1111,6,1354
1577837897.0,699,2222,1,2938
1577837900.0,700,2222,4,8123
1577837901.0,701,5555,5,1354
1577837903.0,702,2222,1,5723
1577837906.0,703,4444,1,7896
1577837908.0,704,3333,9,2435
1577837909.0,705,2222,9,3135
1577837912.0,706,4444,3,1545
1577837914.0,707,5555,1,1545
1577837915.0,708,1111,7,8987
1577837916.0,709,3333,7,2938
1577837917.0,710,4444,1,1545
1577837918.0,711,2222,8,4958
1577837918.0,712,2222,6,2435
1577837921.0,713,3333,7,2234
1577837923.0,714,2222,5,2938
1577837926.0,715,3333,4,3135
1577837928.0,716,3333,6,5723
1577837928.0,717,2222,2,5723
1577837930.0,718,4444,5,4049
1577837932.0,719,5555,9,4958
1577837934.0,720,5555,4,4958
1577837936.0,721,5555,2,2435
1577837939.0,722,2222,4,2435
1577837939.0,723,1111,8,3724
1577837942.0,724,5555,8,5723
1577837944.0,725,4444,3,1545
1577837945.0,726,3333,10,7896
1577837945.0,727,3333,7,1354
1577837948.0,728,4444,8,1354
1577837951.0,729,5555,5,5723
1577837953.0,730,2222,8,9121
1577837953.0,731,2222,10,8123
1577837953.0,732,5555,5,2938
1577837953.0,733,5555,5,5723
1577837955.0,734,2222,3,2435
1577837958.0,735,3333,1,5723
1577837961.0,736,5555,4,3724
1577837964.0,737,1111,5,3068
1577837966.0,738,4444,1,4958
1577837969.0,739,4444,4,4958
1577837971.0,740,4444,4,5723
1577837974.0,741,2222,9,2938
1577837975.0,742,4444,7,3135
1577837976.0,743,5555,6,7896
1577837979.0,744,5555,6,4049
1577837981.0,745,4444,1,3724
1577837981.0,746,4444,5,1354
1577837981.0,747,2222,1,9121
1577837983.0,748,3333,5,3724
1577837985.0,749,5555,109,4857
1577837988.0,750,1111,10,5723
1577837988.0,751,1111,3,8987
1577837990.0,752,2222,1,9121
1577837993.0,753,1111,6,9121
1577837996.0,754,5555,1,2938
1577837999.0,755,3333,7,1354
1577838000.0,756,2222,5,2234
1577838000.0,757,1111,7,9121
1577838001.0,758,5555,10,4049
1577838004.0,759,3333,6,3135
1577838005.0,760,2222,2,2938
1577838007.0,761,1111,4,4958
1577838010.0,762,5555,2,2435
1577838011.0,763,3333,4,3135
1577838014.0,764,5555,3,1545
1577838015.0,765,5555,10,4049
1577838017.0,766,1111,3,2938
1577838020.0,767,3333,2,4857
1577838020.0,768,2222,7,9121
1577838021.0,769,2222,2,4049
1577838022.0,770,4444,10,8987
1577838025.0,771,2222,5,3724
1577838028.0,772,5555,5,4958
1577838028.0,773,4444,6,7896
1577838031.0,774,4444,2,3135
1577838033.0,775,3333,5,2234
1577838033.0,776,1111,4,3135
1577838034.0,777,2222,1,1354
1577838036.0,778,2222,7,2234
1577838038.0,779,1111,5,3135
1577838040.0,780,5555,1,4049
1577838040.0,781,2222,7,7896
1577838043.0,782,4444,6,5723
1577838046.0,783,3333,9,2234
1577838046.0,784,1111,7,1354
1577838048.0,785,2222,4,9121
1577838048.0,786,4444,3,7896
1577838051.0,787,3333,7,2435
1577838054.0,788,2222,6,4857
1577838054.0,789,4444,8,5723
1577838055.0,790,2222,2,1354
1577838057.0,791,3333,6,3135
1577838058.0,792,1111,10,3135
1577838060.0,793,5555,2,3068
1577838062.0,794,1111,4,1545
1577838065.0,795,4444,7,2938
1577838068.0,796,4444,5,8987
1577838071.0,797,1111,10,8987
1577838074.0,798,5555,6,5723
1577838075.0,799,2222,5,7896
1577838077.0,800,4444,3,7896
1577838078.0,801,4444,9,4049
1577838080.0,802,5555,3,3068
1577838082.0,803,2222,9,4857
1577838084.0,804,5555,8,7896
1577838087.0,805,1111,5,3135
1577838088.0,806,4444,8,1545
1577838091.0,807,4444,2,8987
1577838093.0,808,4444,6,7896
1577838093.0,809,3333,10,4958
1577838093.0,810,5555,5,9121
1577838093.0,811,2222,4,1545
1577838095.0,812,5555,5,4958
1577838096.0,813,5555,10,3724
1577838096.0,814,3333,5,2234
1577838099.0,815,4444,4,2435
1577838102.0,816,5555,4,5723
1577838105.0,817,4444,10,4857
1577838108.0,818,1111,5,7896
1577838108.0,819,3333,1,4857
1577838110.0,820,3333,2,2938
